# T01 legacy old->new Shimura-curve label map
# STATUS: PROVISIONAL - pending T27 reload. The `new_label` column
#   holds labels currently shipped in gps_shimura_test; these PREDATE
#   the T29 canonical sort (Q15.3) and WILL be reassigned on reload.
#   The durable key is (join_discB, join_discO, join_deg_mu,
#   join_level, join_al_subgroup); re-derive new_label after T27 via
#   the recipe in T01-report.md.  al_subgroup = the set of Hall
#   divisors m with w_m in H (== the legacy bracket, incl. 1).
# Generated by code/scripts/t01_build_map.py in worktree ticket/T01.
old_label,status,new_label,join_discB,join_discO,join_deg_mu,join_level,join_al_subgroup,join_al_gen_norms,join_genus,model_family,pt_genus,devmirror_genus,in_models,in_points,model_dup_count,notes
"6.37-[1,3,74,222]",UNMAPPED_PENDING_GENERATION,,6,222,1,1,"1,3,74,222","3,74,222",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=222 not generated yet; base row exists (6.222.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,74,222}"
"6.37-[1,6,37,222]",UNMAPPED_PENDING_GENERATION,,6,222,1,1,"1,6,37,222","6,37,222",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=222 not generated yet; base row exists (6.222.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,37,222}"
"6.37-[1,6,74,111]",UNMAPPED_PENDING_GENERATION,,6,222,1,1,"1,6,74,111","6,74,111",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=222 not generated yet; base row exists (6.222.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,74,111}"
"6.37-[1,2,3,6,37,74,111,222]",UNMAPPED_PENDING_GENERATION,,6,222,1,1,"1,2,3,6,37,74,111,222","2,3,6,37,74,111,222",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=222 not generated yet; base row exists (6.222.1.1.4.5.a.1); full Atkin-Lehner quotient X*(6;37); match future row by autmuO_norms generating the AL subgroup {1,2,3,6,37,74,111,222}"
10.3-[1],MAPPED_PROVISIONAL,10.30.1.1.4.1.a.1,10,30,1,1,1,,1,model,,1,True,False,1,
10.7-[1],MAPPED_PROVISIONAL,10.70.1.1.4.1.a.1,10,70,1,1,1,,1,model,,1,True,False,1,
10.11-[1],MAPPED_PROVISIONAL,10.110.1.1.2.5.a.1,10,110,1,1,1,,5,model,5,5,True,True,1,
"10.11-[1,2]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"10.11-[1,5]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,5",5,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"10.11-[1,10]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,10",10,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"10.11-[1,11]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,11",11,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,11}"
"10.11-[1,22]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,22",22,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,22}"
"10.11-[1,55]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,55",55,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,55}"
"10.11-[1,110]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,110",110,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,110}"
"10.11-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"10.11-[1,2,11,22]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,2,11,22","2,11,22",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,11,22}"
"10.11-[1,2,55,110]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,2,55,110","2,55,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,55,110}"
"10.11-[1,5,11,55]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,5,11,55","5,11,55",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,11,55}"
"10.11-[1,5,22,110]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,5,22,110","5,22,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,22,110}"
"10.11-[1,10,11,110]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,10,11,110","10,11,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,11,110}"
"10.11-[1,10,22,55]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,10,22,55","10,22,55",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,22,55}"
"10.11-[1,2,5,10,11,22,55,110]",UNMAPPED_PENDING_GENERATION,,10,110,1,1,"1,2,5,10,11,22,55,110","2,5,10,11,22,55,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (10.110.1.1.2.5.a.1); full Atkin-Lehner quotient X*(10;11); match future row by autmuO_norms generating the AL subgroup {1,2,5,10,11,22,55,110}"
10.13-[1],MAPPED_PROVISIONAL,10.130.1.1.4.3.a.1,10,130,1,1,1,,3,model,3,3,True,True,1,
"10.13-[1,2]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"10.13-[1,5]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,5",5,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"10.13-[1,10]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,10",10,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"10.13-[1,13]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,13",13,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,13}"
"10.13-[1,26]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,26",26,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,26}"
"10.13-[1,65]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,65",65,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,65}"
"10.13-[1,130]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,130",130,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,130}"
"10.13-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"10.13-[1,2,13,26]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,2,13,26","2,13,26",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,13,26}"
"10.13-[1,2,65,130]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,2,65,130","2,65,130",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,65,130}"
"10.13-[1,5,13,65]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,5,13,65","5,13,65",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,13,65}"
"10.13-[1,5,26,130]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,5,26,130","5,26,130",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,26,130}"
"10.13-[1,10,13,130]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,10,13,130","10,13,130",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,13,130}"
"10.13-[1,10,26,65]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,10,26,65","10,26,65",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,26,65}"
"10.13-[1,2,5,10,13,26,65,130]",UNMAPPED_PENDING_GENERATION,,10,130,1,1,"1,2,5,10,13,26,65,130","2,5,10,13,26,65,130",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=130 not generated yet; base row exists (10.130.1.1.4.3.a.1); full Atkin-Lehner quotient X*(10;13); match future row by autmuO_norms generating the AL subgroup {1,2,5,10,13,26,65,130}"
10.19-[1],MAPPED_PROVISIONAL,10.190.1.1.4.5.a.1,10,190,1,1,1,,5,model,5,5,True,True,1,
"10.19-[1,2]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"10.19-[1,5]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,5",5,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"10.19-[1,10]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,10",10,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"10.19-[1,19]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,19",19,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,19}"
"10.19-[1,38]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,38",38,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,38}"
"10.19-[1,95]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,95",95,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,95}"
"10.19-[1,190]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,190",190,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,190}"
"10.19-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"10.19-[1,2,19,38]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,2,19,38","2,19,38",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,19,38}"
"10.19-[1,2,95,190]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,2,95,190","2,95,190",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,95,190}"
"10.19-[1,5,19,95]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,5,19,95","5,19,95",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,19,95}"
"10.19-[1,5,38,190]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,5,38,190","5,38,190",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,38,190}"
"10.19-[1,10,19,190]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,10,19,190","10,19,190",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,19,190}"
"10.19-[1,10,38,95]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,10,38,95","10,38,95",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,38,95}"
"10.19-[1,2,5,10,19,38,95,190]",UNMAPPED_PENDING_GENERATION,,10,190,1,1,"1,2,5,10,19,38,95,190","2,5,10,19,38,95,190",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=190 not generated yet; base row exists (10.190.1.1.4.5.a.1); full Atkin-Lehner quotient X*(10;19); match future row by autmuO_norms generating the AL subgroup {1,2,5,10,19,38,95,190}"
10.23-[1],MAPPED_PROVISIONAL,10.230.1.1.2.9.a.1,10,230,1,1,1,,9,model,9,9,True,True,1,
"10.23-[1,2]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,2",2,5,model,5,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"10.23-[1,5]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,5",5,4,model,4,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"10.23-[1,10]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,10",10,4,model,4,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"10.23-[1,23]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,23",23,5,model,5,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,23}"
"10.23-[1,46]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,46",46,5,model,5,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,46}"
"10.23-[1,115]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,115",115,4,model,4,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,115}"
"10.23-[1,230]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,230",230,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,230}"
"10.23-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,2,5,10","2,5,10",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"10.23-[1,2,23,46]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,2,23,46","2,23,46",3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,23,46}"
"10.23-[1,2,115,230]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,2,115,230","2,115,230",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,115,230}"
"10.23-[1,5,23,115]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,5,23,115","5,23,115",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,23,115}"
"10.23-[1,5,46,230]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,5,46,230","5,46,230",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,46,230}"
"10.23-[1,10,23,230]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,10,23,230","10,23,230",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,23,230}"
"10.23-[1,10,46,115]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,10,46,115","10,46,115",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,46,115}"
"10.23-[1,2,5,10,23,46,115,230]",UNMAPPED_PENDING_GENERATION,,10,230,1,1,"1,2,5,10,23,46,115,230","2,5,10,23,46,115,230",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=230 not generated yet; base row exists (10.230.1.1.2.9.a.1); full Atkin-Lehner quotient X*(10;23); match future row by autmuO_norms generating the AL subgroup {1,2,5,10,23,46,115,230}"
14.1-[1],MAPPED_PROVISIONAL,14.1.1.2.1.a.1,14,14,1,1,1,,1,model,,1,True,False,1,
14.3-[1],MAPPED_PROVISIONAL,14.42.1.1.4.3.a.1,14,42,1,1,1,,3,model,3,3,True,True,1,
"14.3-[1,2]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,2",2,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"14.3-[1,3]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,3",3,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3}"
"14.3-[1,6]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,6",6,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6}"
"14.3-[1,7]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,7",7,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,7}"
"14.3-[1,14]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,14",14,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,14}"
"14.3-[1,21]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,21",21,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,21}"
"14.3-[1,42]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,42",42,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,42}"
"14.3-[1,2,3,6]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,2,3,6","2,3,6",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,3,6}"
"14.3-[1,2,7,14]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,2,7,14","2,7,14",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,7,14}"
"14.3-[1,2,21,42]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,2,21,42","2,21,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,21,42}"
"14.3-[1,3,7,21]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,3,7,21","3,7,21",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,7,21}"
"14.3-[1,3,14,42]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,3,14,42","3,14,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,14,42}"
"14.3-[1,6,7,42]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,6,7,42","6,7,42",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,7,42}"
"14.3-[1,6,14,21]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,6,14,21","6,14,21",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,14,21}"
"14.3-[1,2,3,6,7,14,21,42]",UNMAPPED_PENDING_GENERATION,,14,42,1,1,"1,2,3,6,7,14,21,42","2,3,6,7,14,21,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (14.42.1.1.4.3.a.1); full Atkin-Lehner quotient X*(14;3); match future row by autmuO_norms generating the AL subgroup {1,2,3,6,7,14,21,42}"
14.5-[1],MAPPED_PROVISIONAL,14.70.1.1.4.3.a.1,14,70,1,1,1,,3,model,3,3,True,True,1,
"14.5-[1,2]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,2",2,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"14.5-[1,5]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,5",5,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"14.5-[1,7]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,7",7,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,7}"
"14.5-[1,10]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,10",10,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"14.5-[1,14]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,14",14,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,14}"
"14.5-[1,35]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,35",35,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,35}"
"14.5-[1,70]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,70",70,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,70}"
"14.5-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"14.5-[1,2,7,14]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,2,7,14","2,7,14",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,7,14}"
